Timestamp,"What kind of pet is this (Dog, Cat, Bird, Other)","Pet's Full Name (you don't have to include your last name. Think ""Winston Churchill"" and not ""Winston Churchill MYLASTNAME"")","Pet's everyday name (e.g. ""Church"")",Pet's age,Pet's breed (if applicable)
7/22/2019 12:21:12,Dog,Philistine Smoosh,Bill,14,Jack Russell Terrier
7/22/2019 12:23:04,Dog,Henry Nacho ,Henny,8,Golden Retriever
7/22/2019 12:23:45,Dog,Maximilian Kolby,Maxy ,16,Golden Retriever
7/22/2019 12:23:52,Dog,Argos,Argos,6,Mixed Breed
7/22/2019 12:24:36,Dog,Madeline Grace ,Ma ma ,15,Golden Retriever
7/22/2019 12:24:55,Dog,Elvis,Elvis,11,Cockapoo
7/22/2019 12:25:47,Dog,Coconut Butter,Coco,5,Mixed Breed
7/22/2019 12:25:50,Dog,Lucy-fur,Lucy,12,Golden Retriever
7/22/2019 12:26:01,Dog,Sophie Grace,Soph,13,Brindle Black
7/22/2019 12:26:22,Dog,Prince,Prince,14,Poodle
,,,,, Shih Tzu and a misc terrier/sporting breed mix
7/22/2019 12:26:35,Dog,Jackson Buttsickle,Jacks,4,Mixed Breed
7/22/2019 12:27:29,Dog,Lassie,Lass Lass,14,Moth Eaten Carpet
7/22/2019 12:28:12,Dog,Charles Xavier II,Charlie,4,Great Pyrenees 
7/22/2019 12:30:36,Dog,Caroline,Caroline,5 years old,Purebred Alabama Mutt
7/22/2019 12:31:59,Dog,Beau,Goomby,4,Golden Retriever
,,, Mr. Beauregard,,
7/22/2019 12:32:38,Dog,Lindon,Lindy loo,10,Pitbull/lab mix
7/22/2019 12:33:10,Dog,Tedward,Teddy,4,Shih Tzu mix 
7/22/2019 12:33:46,Dog,Zuzu,Zu,4,Shih Tzu x Bichon
7/22/2019 12:34:15,Dog,Marcus Brutus,Brutus,4,Boxer
7/22/2019 12:37:19,Dog,Brownie Leigh,Brownie ,3,Golden Shepherd 
7/22/2019 12:40:31,Dog,Jersey Girl,Jersey ,11,Husky/malamute/sneaky neighbor's dog mix
7/22/2019 12:40:50,Dog,Stella,Stells,10,Goldendoodle
7/22/2019 12:41:13,Dog,Lizzie,Lizzie Pie,6,Husky/sneaky neighbor's dog mix
7/22/2019 12:41:48,Dog,Roxy,Roxy Socks,1,Mutt
7/22/2019 12:42:19,Dog,Coco Murfree,Coco,9,Border Collie
7/22/2019 12:42:27,Dog,Ozzy,Ozlet,1,Minnie Australian Shepherd/Cockapoo
7/22/2019 12:44:54,Dog,Winston Pigaloo,Winston or Lewis,6,Pug
7/22/2019 12:45:29,Dog,Noodle ,Noodle / Weenie,13,Weiner Dog
7/22/2019 12:46:01,Dog,Phantom,Phantom ,5,Staffordshire pit bull
7/22/2019 12:52:28,Dog,Ellen Park,Ellen,3,Gr
7/22/2019 13:02:58,Dog,Spud,Schmoops ,1.5 years,Pembroke Welsh Corgi
7/22/2019 13:03:38,Dog,FN 2187,Finn,1.5 years,Goldendoodle
7/22/2019 13:04:24,Dog,Pisco,Pisco,5,German Wirehaired Pointer
7/22/2019 13:04:25,Dog,Sadie,Sadie,3,GSD
7/22/2019 13:04:52,Dog,Lola,Loli Ravioli ,9 months,Golden Retriever
7/22/2019 13:08:43,Dog,Addie Heart,Addie,8,Lab/Chow chow mix
7/22/2019 13:11:54,Dog,Ernie,Ernburn,1,
,,, Erndog,,
,,, Ernieworm ,,
7/22/2019 13:24:31,Dog,Semaj,Sammich,4,Shih Tzu
,,, Dumbledork,,
7/22/2019 13:25:17,Dog,Maya,Little Miss Maya,8,Shih Tzu
,,, Diva,,
7/22/2019 13:26:44,Dog,Bijou,Bijou,12,Jack russel terrier x toy poodle
7/22/2019 13:27:22,Dog,Pesto,Pesto,9 months,Beagle
7/22/2019 13:29:06,Dog,Maggie,Magz,Unknown,Eskimo mix
7/22/2019 13:35:55,Dog,Toby,Toby,1,Golden Retriever
7/22/2019 13:35:35,Dog,Jacob Marley,Jake,6,Golden Retriever
7/22/2019 13:40:58,Dog,Cujo,Bubby,11,Cocker Spaniel
7/22/2019 13:44:18,Dog,Maizie,Maizie,4 months,Mini Schnauzer
7/22/2019 13:57:55,Dog,Bruce D4,Bruce,12,Dachshund 
7/22/2019 13:58:44,Dog,Jackie Kate,Jackie,5,Lab/beagle mix
7/22/2019 13:59:02,Dog,Daisy Bear,Daisy or Bear,2.5 years,German Shepherd
7/22/2019 13:59:52,Dog,Tinker Stinker,Stinks,2.5 years,German Shepherd
7/22/2019 14:01:27,Dog,Mile High Ice Storm,Miles,7,Golden Retriever
7/22/2019 14:02:02,Dog,Breezy Bear,Breezy,1,Golden Retriever
7/22/2019 14:02:45,Dog,Nara,Gorda,3,Australian Cattle Dog
7/22/2019 14:02:47,Dog,Wyatt Daniel,Wyatt,2,Pembroke Welsh Corgi
,, the Wild Corgo,,,
7/22/2019 14:09:47,Dog,,Petra,,Golden Retriever
7/22/2019 14:11:21,Dog,Rosie,Rosie,10,Walker Hound
7/22/2019 14:14:15,Dog,Lilly,Lilly,10,German Shepherd/Husky/Beagle/Chow Chow
7/22/2019 14:14:55,Dog,Charles,Charles,12,Miniature Schnauzer/Poodle
7/22/2019 14:15:29,Dog,Pippa,Pip,1.1 years,Goldendoodle
7/22/2019 14:18:12,Dog,Oliver,Ollie,Seven,Jack Russell Terrier
7/22/2019 14:20:05,Dog,Kiku,Kiku,3,Mutt
7/22/2019 14:20:32,Dog,Brandy,Brenda,10,Havanese 
7/22/2019 14:21:01,Dog,Bobby,bobkin,8,Shih Tzu
7/22/2019 14:21:14,Dog,Emma,Emma,12,Shih-Tzu Poodle Mix
7/22/2019 14:22:05,Dog,Bessy ,Bess,10,Labrador
7/22/2019 14:24:28,Dog,Dakota,Woobis,13,Mixed Breed
,,, Woobie,,
7/22/2019 14:25:48,Dog,Altrichter,Cooper,9,Golden Retriever
7/22/2019 14:26:10,Dog,Tucker,Tuck,7,Golden Retriever
7/22/2019 14:30:32,Dog,Penny Bellew,Penny,6,Labrador
7/22/2019 14:35:16,Dog,Morena,Morena,2 years,Corgi
7/22/2019 14:40:19,Dog,Brownie,Bub,13,Maltipoo
7/22/2019 14:41:35,Dog,Mose Schrute,Mose,2,German Shepherd
7/22/2019 14:44:03,Dog,Rocky,Rocky,6,Corgidor 
7/22/2019 15:04:21,Dog,Tyler John (had to give him a middle name for when he was in trouble),Ty,12,Rhodesian Ridgeback 
7/22/2019 15:10:43,Dog,Tux,Tux,9,Black lab mix
7/22/2019 15:11:08,Dog,Ruby,Ruby,3,coonhound/beagle
7/22/2019 15:13:16,Dog,Pooch-K,Pooch-k the pooch,7,Mutt
7/22/2019 15:13:49,Dog,Scooby,Scoobers,7 months,Mutt
7/22/2019 15:26:35,Dog,Lloyd ,Lloyd,11,Golden Retriever
7/22/2019 15:31:51,Dog,Ishka,Ish/Ishka,8,Golden Retriever
7/22/2019 15:33:02,Dog,Millie,Millie,1.5,Border Collie
7/22/2019 15:33:08,Dog,Rossa,Ross,5,Golden Retriever
,,, Rossy,,
,,, Rossapoo,,
7/22/2019 15:33:37,Dog,Wookie,Wookie,7,Goldendoodle
7/22/2019 15:39:31,Dog,Tucker,Tucker,2,Labrador
7/22/2019 15:39:49,Dog,Keifer,Keifer,14,Yellow lab
7/22/2019 15:46:12,Dog,Frankie,Frankie,7,Husky mix
7/22/2019 15:51:49,Dog,Sammy,Sam,5,JRT/miniature pincher
7/22/2019 16:05:56,Dog,Barrett,Barrett,3,German Shepherd
7/22/2019 16:06:00,Dog,Benjamin,Benj,2,Border Collie/Belgian Malinois
7/22/2019 16:06:17,Dog,Laney,Laney,12,Golden Retriever
7/22/2019 16:06:21,Dog,Dixie,Lady,3,American Pitbull
7/22/2019 16:06:45,Dog,Diesel,Diesel,3,Pitbull mix
7/22/2019 16:18:11,Dog,Baxter,Baxter,7.5,Golden Retriever
7/22/2019 16:20:03,Dog,Riley Marie,Riley,13,Cocker Spaniel
7/22/2019 16:26:11,Dog,Reginald Fonzerelli Hawkes,Reg,12,Goldendoodle
7/22/2019 16:29:19,Dog,Erik,Earwig,4,Wirehaired dachshund
7/22/2019 16:32:14,Dog,Oliver,Oli ,8,Jack Russell
7/22/2019 16:56:12,Dog,Bilbo Spud Doggins,Bilbo,5,Corgi/Cocker Spaniel mix
7/22/2019 16:56:35,Dog,Bailey Woofer,Bailey,13,Cocker Spaniel
7/22/2019 17:03:05,Dog,Skyy like the vodka ,Skyy,3,Husky
7/22/2019 17:03:27,Dog,Malibu like the rum ,Malibu,1,Golden Retriever
7/22/2019 17:15:37,Dog,Golden Tate ,Tate ,2,Golden Retriever
7/22/2019 17:27:16,Dog,Bear,Bear,7 mo,Labrador Retriever
7/22/2019 17:27:25,Dog,Stanley,Stan,6 months,Miniature schnauzer 
7/22/2019 17:34:02,Dog,Andromeda Mae,Andie,6,Goldendoodle
7/22/2019 17:34:55,Dog,Eloise Gertrude,Ellie,2,Labradoodle
7/22/2019 17:35:29,Dog,Lady Bonnie of Coventry,Bonnie,8,Black lab mix
7/22/2019 17:47:39,Dog,Gibson,Gibby,2.5,Pitbull mix
7/22/2019 17:48:04,Dog,Brewskie,Brew,11,Puggle
7/22/2019 17:52:14,Dog,Koli,Koli,11,Yorker Terrier/Silky Terrier Mix
7/22/2019 17:55:44,Dog,Moxie Jean Narice,Moxie,1,German Shepherd mix
7/22/2019 17:57:10,Dog,Dancer Pants,Dancer,17,Havanese 
